,_id,produto,categoria_do_produto,preço,frete,data_da_compra,vendedor,local_da_compra,avaliação_da_compra,tipo_de_pagamento,quantidade_de_parcelas,latitude,longitude
975,653970d3a554b8fdc5a08d2b,Faqueiro,utilidades domesticas,56.73,3.5518063584,2022-06-05,Beatriz Moraes,MG,3,cartao_credito,8,-18.1,-44.38
976,653970d3a554b8fdc5a08d2c,Dinossauro Rex,brinquedos,21.55,4.3112889917,2022-06-05,Juliana Costa,SP,1,cupom,1,-22.19,-48.79
977,653970d3a554b8fdc5a08d2d,Fogão,eletrodomesticos,690.46,34.349356884,2022-06-05,Mariana Ferreira,SP,1,cartao_credito,1,-22.19,-48.79
978,653970d3a554b8fdc5a08d2e,Bola de vôlei,esporte e lazer,74.83,4.2732491934,2022-06-05,João Souza,PR,4,cartao_credito,5,-24.89,-51.55
979,653970d3a554b8fdc5a08d2f,Jogo de tabuleiro,brinquedos,302.48,22.4857643832,2022-06-05,Rafael Costa,RJ,4,cartao_credito,3,-22.25,-42.66
980,653970d3a554b8fdc5a08d30,Geladeira,eletrodomesticos,3130.76,174.5016025189,2022-06-05,Bruno Rodrigues,RJ,5,boleto,1,-22.25,-42.66
981,653970d3a554b8fdc5a08d37,Lava louças,eletrodomesticos,1889.5,100.8989674334,2021-07-05,Rafael Costa,DF,5,cartao_credito,1,-15.83,-47.86
982,653970d3a554b8fdc5a08d38,Violão,instrumentos musicais,568.84,27.873457766,2021-07-05,Pedro Gomes,SP,1,cartao_credito,4,-22.19,-48.79
983,653970d3a554b8fdc5a08d39,Violão,instrumentos musicais,317.01,14.4642678723,2021-07-05,Mariana Ferreira,RJ,5,cartao_credito,1,-22.25,-42.66
984,653970d3a554b8fdc5a08d3a,Fogão,eletrodomesticos,567.38,27.7957171583,2021-07-05,Thiago Silva,RJ,1,cartao_credito,3,-22.25,-42.66
985,653970d3a554b8fdc5a08d3b,Pandeiro,instrumentos musicais,69.7,3.994441223,2021-07-05,Mariana Ferreira,RS,5,cartao_credito,1,-30.17,-53.5
986,653970d3a554b8fdc5a08d3c,Mochila,esporte e lazer,136.76,7.9690707213,2021-07-05,João Souza,RJ,5,cartao_credito,1,-22.25,-42.66
987,653970d3a554b8fdc5a08d3d,Cômoda,moveis,370.19,17.2959428854,2021-07-05,Beatriz Moraes,MG,4,boleto,1,-18.1,-44.38
988,653970d3a554b8fdc5a08d3e,Assistente virtual,eletronicos,198.35,8.1459798495,2022-07-05,Camila Ribeiro,RS,3,cartao_credito,4,-30.17,-53.5
989,653970d3a554b8fdc5a08d3f,Cama box,moveis,529.53,28.7269839851,2022-07-05,Lucas Oliveira,RS,3,cartao_credito,6,-30.17,-53.5
990,653970d3a554b8fdc5a08d40,Boneca bebê,brinquedos,72.41,4.3867191866,2022-07-05,Bianca Santos,DF,5,cartao_credito,3,-15.83,-47.86
991,653970d3a554b8fdc5a08d41,Sofá retrátil,moveis,806.05,43.4508421013,2022-07-05,Pedro Gomes,RS,5,cartao_credito,4,-30.17,-53.5
992,653970d3a554b8fdc5a08d42,Cama king,moveis,635.1,31.4016034292,2022-07-05,Rafael Costa,BA,4,cartao_credito,1,-13.29,-41.71
993,653970d3a554b8fdc5a08d43,Bicicleta,esporte e lazer,688.92,44.2384977363,2022-07-05,Juliana Costa,RJ,1,cartao_credito,10,-22.25,-42.66
994,653970d3a554b8fdc5a08d44,Smart TV,eletronicos,2081.67,111.7310801713,2022-07-05,Mariana Ferreira,CE,5,cartao_credito,5,-5.2,-39.53
995,653970d3a554b8fdc5a08d45,Copo térmico,esporte e lazer,53.42,3.3755588162,2022-07-05,Bruno Rodrigues,SP,4,boleto,1,-22.19,-48.79
996,653970d3a554b8fdc5a08d46,Bola de vôlei,esporte e lazer,51.22,3.6671587417,2022-07-05,Isabella Pereira,GO,1,cartao_credito,3,-15.98,-49.86
997,653970d3a554b8fdc5a08d47,Mesa de jantar,moveis,271.15,12.0223608377,2022-07-05,Bruno Rodrigues,PR,5,boleto,1,-24.89,-51.55
998,653970d3a554b8fdc5a08d48,Kit banquetas,moveis,334.57,15.3992850448,2022-07-05,Thiago Silva,RJ,1,cartao_credito,10,-22.25,-42.66
999,653970d3a554b8fdc5a08d49,Jogo de copos,utilidades domesticas,43.81,3.272598534,2022-07-05,Mariana Ferreira,MG,4,cartao_credito,1,-18.1,-44.38
1000,653970d3a554b8fdc5a08d4a,Blocos de montar,brinquedos,49.12,8.8574276138,2022-07-05,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
1001,653970d3a554b8fdc5a08d54,Guitarra,instrumentos musicais,1110.7,56.7258726324,2021-08-05,Mariana Ferreira,MS,5,boleto,1,-20.51,-54.54
1002,653970d3a554b8fdc5a08d55,Jogo de tabuleiro,brinquedos,239.97,10.3621196398,2021-08-05,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
1003,653970d3a554b8fdc5a08d56,Pandeiro,instrumentos musicais,125.6,7.2189266696,2021-08-05,Mariana Ferreira,RS,5,cartao_credito,5,-30.17,-53.5
1004,653970d3a554b8fdc5a08d57,Mesa de jantar,moveis,251.18,15.0273737014,2021-08-05,Bruno Rodrigues,RJ,1,boleto,1,-22.25,-42.66
1005,653970d3a554b8fdc5a08d58,Bola de vôlei,esporte e lazer,58.85,0.0,2021-08-05,Pedro Gomes,RJ,5,boleto,1,-22.25,-42.66
1006,653970d3a554b8fdc5a08d59,Jogo de tabuleiro,brinquedos,236.87,13.1437194245,2021-08-05,Bruno Rodrigues,RJ,5,cartao_credito,5,-22.25,-42.66
1007,653970d3a554b8fdc5a08d5a,Mochila,esporte e lazer,128.85,4.4453139336,2021-08-05,Larissa Alves,RJ,3,boleto,1,-22.25,-42.66
1008,653970d3a554b8fdc5a08d5b,Fone de ouvido,eletronicos,98.58,6.6482037781,2021-08-05,Camila Ribeiro,SP,2,cartao_credito,2,-22.19,-48.79
1009,653970d3a554b8fdc5a08d5c,Xadrez de madeira,brinquedos,36.27,2.8196835602,2021-08-05,Pedro Gomes,SP,1,cartao_credito,6,-22.19,-48.79
1010,653970d3a554b8fdc5a08d5d,Bateria,instrumentos musicais,1023.08,52.0603712287,2021-08-05,Pedro Gomes,SP,5,cupom,1,-22.19,-48.79
1011,653970d3a554b8fdc5a08d5e,Cama king,moveis,780.33,42.4386401273,2022-08-05,Beatriz Moraes,SP,5,cartao_credito,2,-22.19,-48.79
1012,653970d3a554b8fdc5a08d5f,Headset,eletronicos,327.36,17.7140610777,2022-08-05,Pedro Gomes,SP,1,cartao_credito,1,-22.19,-48.79
1013,653970d3a554b8fdc5a08d60,Boneca bebê,brinquedos,78.89,4.4837810758,2022-08-05,Bruno Rodrigues,SP,5,cartao_credito,1,-22.19,-48.79
1014,653970d3a554b8fdc5a08d61,Bola de vôlei,esporte e lazer,62.19,3.8425349325,2022-08-05,Larissa Alves,CE,1,cartao_credito,4,-5.2,-39.53
1015,653970d3a554b8fdc5a08d62,Micro-ondas,eletrodomesticos,522.82,28.3696966715,2022-08-05,Felipe Santos,PR,4,boleto,1,-24.89,-51.55
1016,653970d3a554b8fdc5a08d63,Corda de pular,esporte e lazer,11.87,7.0116561554,2022-08-05,Juliana Costa,PE,3,cartao_credito,8,-8.38,-37.86
1017,653970d3a554b8fdc5a08d64,Smartwatch,eletronicos,221.58,9.3829074643,2022-08-05,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
1018,653970d3a554b8fdc5a08d65,Dashboards com Power BI,livros,51.25,0.0,2022-08-05,Beatriz Moraes,SP,5,cartao_credito,5,-22.19,-48.79
1019,653970d3a554b8fdc5a08d66,Impressora,eletronicos,303.01,13.71880999,2022-08-05,Mariana Ferreira,MT,3,cartao_credito,10,-12.64,-55.42
1020,653970d3a554b8fdc5a08d67,Carrinho controle remoto,brinquedos,113.88,6.7507795535,2022-08-05,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1021,653970d3a554b8fdc5a08d74,Secadora de roupas,eletrodomesticos,1421.6,73.2803623197,2021-09-05,Juliana Costa,SP,5,cartao_credito,10,-22.19,-48.79
1022,653970d3a554b8fdc5a08d75,Corda de pular,esporte e lazer,32.71,2.0304859073,2021-09-05,Lucas Oliveira,ES,5,cartao_credito,2,-19.19,-40.34
1023,653970d3a554b8fdc5a08d76,Micro-ondas,eletrodomesticos,924.27,49.4977228314,2021-09-05,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
1024,653970d3a554b8fdc5a08d77,Modelagem preditiva,livros,98.2,2.8132936411,2021-09-05,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
1025,653970d3a554b8fdc5a08d78,Carrinho controle remoto,brinquedos,88.24,4.9816404472,2021-09-05,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1026,653970d3a554b8fdc5a08d79,Iniciando em programação,livros,61.07,3.540570589,2021-09-05,Bruno Rodrigues,CE,5,cartao_credito,2,-5.2,-39.53
1027,653970d3a554b8fdc5a08d7a,Mesa de jantar,moveis,344.4,22.8183026176,2021-09-05,Felipe Santos,SP,4,cartao_credito,1,-22.19,-48.79
1028,653970d3a554b8fdc5a08d7b,Micro-ondas,eletrodomesticos,584.44,31.4084485807,2021-09-05,Beatriz Moraes,MG,5,cartao_credito,1,-18.1,-44.38
1029,653970d3a554b8fdc5a08d7c,Celular Plus X42,eletronicos,2671.86,143.1569221415,2021-09-05,Thiago Silva,RJ,2,cartao_credito,8,-22.25,-42.66
1030,653970d3a554b8fdc5a08d7d,Impressora,eletronicos,438.81,29.7449267475,2022-09-05,Camila Ribeiro,PE,4,cartao_credito,10,-8.38,-37.86
1031,653970d3a554b8fdc5a08d7e,Guitarra,instrumentos musicais,1268.72,73.7974585647,2022-09-05,Thiago Silva,ES,4,cartao_credito,10,-19.19,-40.34
1032,653970d3a554b8fdc5a08d7f,Panela de pressão,utilidades domesticas,103.92,3.1178664331,2022-09-05,Mariana Ferreira,SP,5,cartao_credito,5,-22.19,-48.79
1033,653970d3a554b8fdc5a08d80,Assistente virtual,eletronicos,162.43,9.1800133701,2022-09-05,Camila Ribeiro,SP,5,cartao_credito,1,-22.19,-48.79
1034,653970d3a554b8fdc5a08d81,TV Led UHD 4K,eletronicos,3494.73,186.9722741163,2022-09-05,Larissa Alves,RJ,5,cartao_credito,6,-22.25,-42.66
1035,653970d3a554b8fdc5a08d82,Ciência de dados com python,livros,59.0,0.0,2022-09-05,Felipe Santos,RJ,4,cartao_credito,8,-22.25,-42.66
1036,653970d3a554b8fdc5a08d83,Bola de basquete,esporte e lazer,76.51,4.7609394776,2022-09-05,Larissa Alves,SP,4,cartao_credito,1,-22.19,-48.79
1037,653970d3a554b8fdc5a08d8c,Bola de basquete,esporte e lazer,67.55,11.3988439,2021-10-05,Mariana Ferreira,SP,4,cartao_credito,6,-22.19,-48.79
1038,653970d3a554b8fdc5a08d8d,Bola de vôlei,esporte e lazer,70.06,4.4174963818,2021-10-05,Rafael Costa,DF,4,cartao_credito,2,-15.83,-47.86
1039,653970d3a554b8fdc5a08d8e,Ciência de dados com python,livros,77.26,1.6983016371,2021-10-05,Felipe Santos,RJ,1,cartao_credito,4,-22.25,-42.66
1040,653970d3a554b8fdc5a08d8f,Geladeira,eletrodomesticos,2524.58,134.9573945693,2021-10-05,Rafael Costa,MG,5,cartao_credito,2,-18.1,-44.38
1041,653970d3a554b8fdc5a08d90,Poltrona,moveis,384.82,18.0749463725,2021-10-05,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1042,653970d3a554b8fdc5a08d91,Violão,instrumentos musicais,555.16,30.0868648441,2021-10-05,João Souza,RJ,1,cupom,1,-22.25,-42.66
1043,653970d3a554b8fdc5a08d92,Modelagem preditiva,livros,66.38,3.8233121144,2021-10-05,Isabella Pereira,MA,3,cartao_credito,5,-5.42,-45.44
1044,653970d3a554b8fdc5a08d93,Carrinho controle remoto,brinquedos,89.4,5.0490578609,2021-10-05,Bruno Rodrigues,SP,5,cartao_credito,4,-22.19,-48.79
1045,653970d3a554b8fdc5a08d94,Copo térmico,esporte e lazer,59.69,13.6844154075,2021-10-05,Rafael Costa,CE,4,cartao_debito,1,-5.2,-39.53
1046,653970d3a554b8fdc5a08d95,Iniciando em programação,livros,75.81,1.6210934993,2021-10-05,Felipe Santos,SP,4,boleto,1,-22.19,-48.79
1047,653970d3a554b8fdc5a08d96,Carrinho controle remoto,brinquedos,73.46,1.4959630691,2021-10-05,Camila Ribeiro,SP,3,cartao_credito,9,-22.19,-48.79
1048,653970d3a554b8fdc5a08d97,Mochila,esporte e lazer,130.02,7.8115890223,2021-10-05,Pedro Gomes,RJ,4,cartao_credito,1,-22.25,-42.66
1049,653970d3a554b8fdc5a08d98,Fogão,eletrodomesticos,1051.71,53.5848325981,2021-10-05,João Souza,CE,5,cartao_debito,1,-5.2,-39.53
1050,653970d3a554b8fdc5a08d99,Boneca bebê,brinquedos,63.89,0.0,2022-10-05,João Souza,RJ,5,cupom,1,-22.25,-42.66
1051,653970d3a554b8fdc5a08d9a,Micro-ondas,eletrodomesticos,930.24,49.8212582747,2022-10-05,Thiago Silva,PR,5,boleto,1,-24.89,-51.55
1052,653970d3a554b8fdc5a08d9b,Impressora,eletronicos,448.91,21.4875460639,2022-10-05,Bianca Santos,RS,1,boleto,1,-30.17,-53.5
1053,653970d3a554b8fdc5a08d9c,Pandeiro,instrumentos musicais,61.35,7.7467416463,2022-10-05,Isabella Pereira,MG,5,cupom,1,-18.1,-44.38
1054,653970d3a554b8fdc5a08d9d,Ciência de dados com python,livros,86.59,4.8994338145,2022-10-05,João Souza,SP,5,cartao_credito,1,-22.19,-48.79
1055,653970d3a554b8fdc5a08d9e,Micro-ondas,eletrodomesticos,677.28,36.3518992805,2022-10-05,Felipe Santos,MG,1,cartao_credito,10,-18.1,-44.38
1056,653970d3a554b8fdc5a08d9f,Micro-ondas,eletrodomesticos,560.45,31.4950707924,2022-10-05,Bruno Rodrigues,SP,4,cartao_credito,1,-22.19,-48.79
1057,653970d3a554b8fdc5a08da4,Cadeira de escritório,moveis,629.4,34.4020716857,2021-11-05,Isabella Pereira,SP,1,boleto,1,-22.19,-48.79
1058,653970d3a554b8fdc5a08da5,Mesa de jantar,moveis,396.14,24.2570795737,2021-11-05,Lucas Oliveira,PA,5,cartao_credito,3,-3.79,-52.48
1059,653970d3a554b8fdc5a08da6,Mesa de centro,moveis,185.07,10.1375466434,2021-11-05,Mariana Ferreira,SP,1,cartao_credito,2,-22.19,-48.79
1060,653970d3a554b8fdc5a08da7,Sofá retrátil,moveis,903.94,45.71652465,2021-11-05,Thiago Silva,PI,2,boleto,1,-6.6,-42.28
1061,653970d3a554b8fdc5a08da8,Cadeira de escritório,moveis,388.61,18.2767524706,2021-11-05,Camila Ribeiro,ES,5,cartao_credito,2,-19.19,-40.34
1062,653970d3a554b8fdc5a08da9,Tablet ABXY,eletronicos,1414.4,75.601321726,2021-11-05,Bruno Rodrigues,SP,3,cartao_credito,1,-22.19,-48.79
1063,653970d3a554b8fdc5a08daa,Violão,instrumentos musicais,290.85,16.3753026808,2021-11-05,Camila Ribeiro,MG,5,boleto,1,-18.1,-44.38
1064,653970d3a554b8fdc5a08dab,Cadeira de escritório,moveis,512.19,24.8570156921,2021-11-05,Larissa Alves,MG,1,cartao_credito,5,-18.1,-44.38
1065,653970d3a554b8fdc5a08dac,Mochila,esporte e lazer,112.27,3.5624788129,2021-11-05,Lucas Oliveira,SP,5,boleto,1,-22.19,-48.79
1066,653970d3a554b8fdc5a08dad,Lavadora de roupas,eletrodomesticos,1675.02,86.77421493,2022-11-05,Felipe Santos,SC,4,cartao_credito,2,-27.45,-50.95
1067,653970d3a554b8fdc5a08dae,Faqueiro,utilidades domesticas,60.31,4.8641204154,2022-11-05,Beatriz Moraes,SP,5,boleto,1,-22.19,-48.79
1068,653970d3a554b8fdc5a08daf,Bicicleta,esporte e lazer,702.28,38.0813094088,2022-11-05,João Souza,MG,3,cartao_credito,6,-18.1,-44.38
1069,653970d3a554b8fdc5a08db0,Geladeira,eletrodomesticos,2034.55,105.9181058186,2022-11-05,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
1070,653970d3a554b8fdc5a08db1,TV Led UHD 4K,eletronicos,3569.61,198.1486415654,2022-11-05,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
1071,653970d3a554b8fdc5a08db2,Copo térmico,esporte e lazer,73.46,4.4426285278,2022-11-05,Felipe Santos,SP,5,cupom,1,-22.19,-48.79
1072,653970d3a554b8fdc5a08db3,Iniciando em programação,livros,63.01,3.8861974656,2022-11-05,Juliana Costa,SP,3,cartao_credito,3,-22.19,-48.79
1073,653970d3a554b8fdc5a08db4,Ciência de dados com python,livros,52.92,3.7062459703,2022-11-05,Beatriz Moraes,RJ,3,cartao_credito,4,-22.25,-42.66
1074,653970d3a554b8fdc5a08db5,Poltrona,moveis,349.25,19.1227768045,2022-11-05,João Souza,SP,4,boleto,1,-22.19,-48.79
1075,653970d3a554b8fdc5a08db6,Jogo de tabuleiro,brinquedos,287.37,12.8860270414,2022-11-05,Lucas Oliveira,RJ,5,cartao_credito,1,-22.25,-42.66
1076,653970d3a554b8fdc5a08dc3,Jogo de tabuleiro,brinquedos,289.29,12.9882612653,2021-12-05,Thiago Silva,SP,3,cartao_credito,6,-22.19,-48.79
1077,653970d3a554b8fdc5a08dc4,Celular ABXY,eletronicos,1662.93,88.829145644,2021-12-05,Bianca Santos,SP,5,cartao_credito,10,-22.19,-48.79
1078,653970d3a554b8fdc5a08dc5,Assistente virtual,eletronicos,271.83,12.058568792,2021-12-05,Camila Ribeiro,MG,5,cartao_credito,2,-18.1,-44.38
1079,653970d3a554b8fdc5a08dc6,Bola de basquete,esporte e lazer,52.16,0.0,2021-12-05,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
1080,653970d3a554b8fdc5a08dc7,Cômoda,moveis,434.88,20.7404907718,2021-12-05,João Souza,SP,4,cartao_credito,4,-22.19,-48.79
1081,653970d3a554b8fdc5a08dc8,Micro-ondas,eletrodomesticos,987.81,50.1823498351,2021-12-05,Juliana Costa,RS,4,cartao_credito,6,-30.17,-53.5
1082,653970d3a554b8fdc5a08dc9,Micro-ondas,eletrodomesticos,503.09,27.4750411527,2021-12-05,Beatriz Moraes,SC,5,cartao_credito,3,-27.45,-50.95
1083,653970d3a554b8fdc5a08dca,Corda de pular,esporte e lazer,26.4,0.0,2021-12-05,Mariana Ferreira,GO,2,cupom,1,-15.98,-49.86
1084,653970d3a554b8fdc5a08dcb,Modelagem preditiva,livros,87.49,2.2430183611,2021-12-05,Lucas Oliveira,SP,5,cartao_credito,8,-22.19,-48.79
1085,653970d3a554b8fdc5a08dcc,Carrinho controle remoto,brinquedos,113.74,12.2982482108,2022-12-05,Camila Ribeiro,SP,4,cupom,1,-22.19,-48.79
1086,653970d3a554b8fdc5a08dcd,Fone de ouvido,eletronicos,72.54,1.4469758368,2022-12-05,João Souza,SP,4,cartao_credito,6,-22.19,-48.79
1087,653970d3a554b8fdc5a08dce,Boneca bebê,brinquedos,61.0,0.0,2022-12-05,Juliana Costa,RS,1,cupom,1,-30.17,-53.5
1088,653970d3a554b8fdc5a08dcf,Jogo de copos,utilidades domesticas,46.28,3.1512829216,2022-12-05,Felipe Santos,RJ,1,cartao_credito,2,-22.25,-42.66
1089,653970d3a554b8fdc5a08dd0,Lavadora de roupas,eletrodomesticos,2097.01,112.3464859979,2022-12-05,Beatriz Moraes,SC,1,cartao_credito,10,-27.45,-50.95
1090,653970d3a554b8fdc5a08dd1,Jogo de panelas,utilidades domesticas,101.73,8.5806327779,2022-12-05,Pedro Gomes,SC,5,cartao_credito,6,-27.45,-50.95
1091,653970d3a554b8fdc5a08dd2,Bicicleta,esporte e lazer,784.61,43.1772374229,2022-12-05,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
1092,653970d3a554b8fdc5a08dd3,Secadora de roupas,eletrodomesticos,1757.13,91.14632541,2022-12-05,Thiago Silva,SP,2,cartao_credito,3,-22.19,-48.79
1093,653970d3a554b8fdc5a08dd4,Smart TV,eletronicos,2313.07,120.7484579181,2022-12-05,Bruno Rodrigues,GO,4,cartao_credito,1,-15.98,-49.86
1094,653970d3a554b8fdc5a08dd5,Fone de ouvido,eletronicos,107.14,3.289321746,2022-12-05,Bianca Santos,MA,5,cartao_credito,10,-5.42,-45.44
1095,653970d3a554b8fdc5a08ddb,Celular Plus X42,eletronicos,3222.24,172.5144340334,2021-01-06,Thiago Silva,SP,3,cartao_credito,1,-22.19,-48.79
1096,653970d3a554b8fdc5a08ddc,Fogão,eletrodomesticos,983.34,58.7395110815,2021-01-06,Mariana Ferreira,RS,5,cartao_credito,8,-30.17,-53.5
1097,653970d3a554b8fdc5a08ddd,Cubo mágico 8x8,brinquedos,19.98,2.0037227242,2021-01-06,Beatriz Moraes,ES,5,cartao_credito,8,-19.19,-40.34
1098,653970d3a554b8fdc5a08dde,Impressora,eletronicos,417.41,19.8102658286,2021-01-06,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
1099,653970d3a554b8fdc5a08ddf,Bateria,instrumentos musicais,1496.64,79.9747034114,2021-01-06,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
1100,653970d3a554b8fdc5a08de0,Celular ABXY,eletronicos,1721.22,89.2342259418,2021-01-06,Larissa Alves,SP,5,cartao_credito,2,-22.19,-48.79
1101,653970d3a554b8fdc5a08de1,Ciência de dados com python,livros,63.46,6.5428704095,2021-01-06,Juliana Costa,SP,4,boleto,1,-22.19,-48.79
1102,653970d3a554b8fdc5a08de2,Dinossauro Rex,brinquedos,23.06,0.0,2021-01-06,Rafael Costa,RJ,5,boleto,1,-22.25,-42.66
1103,653970d3a554b8fdc5a08de3,Assistente virtual,eletronicos,203.85,11.1375251456,2021-01-06,Mariana Ferreira,SP,5,boleto,1,-22.19,-48.79
1104,653970d3a554b8fdc5a08de4,Headset,eletronicos,107.11,6.234389795,2021-01-06,Camila Ribeiro,CE,1,cartao_credito,2,-5.2,-39.53
1105,653970d3a554b8fdc5a08de5,Violão,instrumentos musicais,310.78,16.831225957,2021-01-06,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
1106,653970d3a554b8fdc5a08de6,Iniciando em programação,livros,88.47,4.9995381587,2021-01-06,Thiago Silva,MG,5,cartao_credito,8,-18.1,-44.38
1107,653970d3a554b8fdc5a08de7,Secadora de roupas,eletrodomesticos,1058.88,57.2705896365,2021-01-06,João Souza,PA,1,cartao_credito,2,-3.79,-52.48
1108,653970d3a554b8fdc5a08de8,Celular ABXY,eletronicos,1396.18,75.2307999019,2021-01-06,Camila Ribeiro,SP,5,cartao_credito,8,-22.19,-48.79
1109,653970d3a554b8fdc5a08de9,Assistente virtual,eletronicos,261.82,20.4867525227,2022-01-06,Lucas Oliveira,MG,5,cartao_credito,1,-18.1,-44.38
1110,653970d3a554b8fdc5a08dea,Modelagem preditiva,livros,93.15,2.5443963336,2022-01-06,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
1111,653970d3a554b8fdc5a08deb,Celular Plus X42,eletronicos,3380.01,180.2641408776,2022-01-06,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
1112,653970d3a554b8fdc5a08dec,Guarda roupas,moveis,695.85,34.6363581687,2022-01-06,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
1113,653970d3a554b8fdc5a08ded,Cômoda,moveis,342.09,21.3790796779,2022-01-06,João Souza,BA,5,cartao_credito,3,-13.29,-41.71
1114,653970d3a554b8fdc5a08dee,Smart TV,eletronicos,2328.38,125.6320246452,2022-01-06,Juliana Costa,PA,5,cartao_credito,10,-3.79,-52.48
1115,653970d3a554b8fdc5a08def,Guitarra,instrumentos musicais,896.86,45.3395359494,2022-01-06,Felipe Santos,MG,5,cartao_credito,2,-18.1,-44.38
1116,653970d3a554b8fdc5a08df0,Violão,instrumentos musicais,308.96,16.9822950487,2023-01-06,Thiago Silva,PR,5,cartao_credito,3,-24.89,-51.55
1117,653970d3a554b8fdc5a08df1,Mesa de centro,moveis,226.4,9.6395579638,2023-01-06,Bruno Rodrigues,MG,4,cartao_credito,4,-18.1,-44.38
1118,653970d3a554b8fdc5a08df2,Celular ABXY,eletronicos,1124.09,60.3855153086,2023-01-06,Bianca Santos,RO,4,cartao_credito,2,-10.83,-63.34
1119,653970d3a554b8fdc5a08df3,Jogo de copos,utilidades domesticas,50.81,2.9942564552,2023-01-06,Juliana Costa,SP,5,cartao_credito,6,-22.19,-48.79
1120,653970d3a554b8fdc5a08df4,Faqueiro,utilidades domesticas,42.74,0.0,2023-01-06,Camila Ribeiro,RJ,3,cartao_credito,3,-22.25,-42.66
1121,653970d3a554b8fdc5a08df5,Guitarra,instrumentos musicais,808.96,44.4738016683,2023-01-06,Camila Ribeiro,SP,4,cartao_credito,4,-22.19,-48.79
1122,653970d3a554b8fdc5a08df6,Tablet ABXY,eletronicos,2171.77,115.9233448478,2023-01-06,Larissa Alves,RS,5,cupom,1,-30.17,-53.5
1123,653970d3a554b8fdc5a08e09,Boneca bebê,brinquedos,53.82,3.5527652383,2021-02-06,Mariana Ferreira,SP,4,cartao_credito,1,-22.19,-48.79
1124,653970d3a554b8fdc5a08e0a,Geladeira,eletrodomesticos,3208.54,171.3762069415,2021-02-06,Thiago Silva,RJ,1,boleto,1,-22.25,-42.66
1125,653970d3a554b8fdc5a08e0b,Fone de ouvido,eletronicos,174.17,15.515963913,2021-02-06,João Souza,RJ,3,cartao_credito,3,-22.25,-42.66
1126,653970d3a554b8fdc5a08e0c,Celular Plus X42,eletronicos,2426.86,129.7540985505,2021-02-06,Beatriz Moraes,MT,5,cartao_credito,8,-12.64,-55.42
1127,653970d3a554b8fdc5a08e0d,Impressora,eletronicos,372.24,20.1037860605,2021-02-06,Felipe Santos,SE,4,cartao_credito,10,-10.57,-37.45
1128,653970d3a554b8fdc5a08e0e,Boneca bebê,brinquedos,54.69,4.5648723226,2021-02-06,Bianca Santos,PR,5,cartao_credito,10,-24.89,-51.55
1129,653970d3a554b8fdc5a08e0f,Fone de ouvido,eletronicos,133.35,7.3892631416,2021-02-06,João Souza,RS,5,cartao_credito,10,-30.17,-53.5
1130,653970d3a554b8fdc5a08e10,Poltrona,moveis,265.32,14.4106177191,2021-02-06,Felipe Santos,SP,5,cartao_credito,5,-22.19,-48.79
1131,653970d3a554b8fdc5a08e11,Smart TV,eletronicos,2344.85,125.1393341533,2021-02-06,Beatriz Moraes,PR,4,cartao_credito,2,-24.89,-51.55
1132,653970d3a554b8fdc5a08e12,Dashboards com Power BI,livros,46.28,2.7530475833,2021-02-06,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
1133,653970d3a554b8fdc5a08e13,Dashboards com Power BI,livros,46.07,0.0,2022-02-06,Larissa Alves,PE,5,cartao_credito,1,-8.38,-37.86
1134,653970d3a554b8fdc5a08e14,Copo térmico,esporte e lazer,66.5,4.9400402877,2022-02-06,Mariana Ferreira,PR,4,boleto,1,-24.89,-51.55
1135,653970d3a554b8fdc5a08e15,Jogo de copos,utilidades domesticas,54.41,3.4282733379,2022-02-06,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
1136,653970d3a554b8fdc5a08e16,Lava louças,eletrodomesticos,1337.09,72.0844351685,2022-02-06,João Souza,SP,5,boleto,1,-22.19,-48.79
1137,653970d3a554b8fdc5a08e17,Carrinho controle remoto,brinquedos,97.08,2.7536570106,2022-02-06,Lucas Oliveira,SP,4,cartao_credito,1,-22.19,-48.79
1138,653970d3a554b8fdc5a08e18,Cama king,moveis,944.93,47.8991188355,2023-02-06,Bianca Santos,BA,1,cartao_credito,2,-13.29,-41.71
